Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.108-129.151.47.232-40368-123-17,192.168.0.108,40368,129.151.47.232,123,17,23-03-2024 19:58,35479181,6,0,288,0,48,48,48,0,0,0,0,0,8.117436533,0.169113261,7095836.2,9875831.614,2.02E+07,7,3.55E+07,7095836.2,9875831.614,2.02E+07,7,0,0,0,0,0,0,0,0,0,48,0,0.169113261,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,56,48,0,0,0,0,0,0,0,1,48,0,0,0,0,5,8,17.5,13.43502884,27,8,5.70E+14,9.88E+14,1.71E+15,1.52E+07,NeedManualLabel
192.168.0.108-192.168.0.1-1048-0-6,192.168.0.108,1048,192.168.0.1,0,6,23-03-2024 19:57,1216,2,1,96,0,48,48,48,0,0,0,0,0,78947.36842,2467.105263,608,849.942351,1209,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1644.736842,822.3684211,0,48,36,24,576,0,2,1,0,1,0,0,0,0,48,48,0,0,0,0,0,0,0,0,32,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2323-0-6,192.168.0.108,2323,192.168.0.1,0,6,23-03-2024 19:56,972,2,1,174,0,87,87,87,0,0,0,0,0,179012.3457,3086.419753,486,673.1656557,962,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,2057.613169,1028.806584,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1838-0-6,192.168.0.108,1838,192.168.0.1,0,6,23-03-2024 19:57,6442,2,1,40,0,20,20,20,0,0,0,0,0,6209.251785,465.6938839,3221,4543.868176,6434,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,310.4625893,155.2312946,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1658-0-6,192.168.0.108,1658,192.168.0.1,0,6,23-03-2024 19:56,1312,2,1,42,0,21,21,21,0,0,0,0,0,32012.19512,2286.585366,656,914.9961749,1303,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,40,20,1524.390244,762.195122,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-47667-123-17,192.168.0.108,47667,95.216.192.15,123,17,23-03-2024 20:04,174722,2,1,96,48,48,48,48,0,48,48,48,0,824.16639,17.17013313,87361,123525.8978,174707,15,15,15,0,15,15,0,0,0,0,0,0,0,0,0,16,8,11.44675542,5.723377709,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1712-0-6,192.168.0.108,1712,192.168.0.1,0,6,23-03-2024 19:56,1921,2,1,20,0,10,10,10,0,0,0,0,0,10411.24414,1561.686622,960.5,1322.996788,1896,25,25,25,0,25,25,0,0,0,0,0,0,0,0,0,40,20,1041.124414,520.5622072,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2127-0-6,192.168.0.108,2127,192.168.0.1,0,6,23-03-2024 19:56,1006,2,1,182,0,91,91,91,0,0,0,0,0,180914.5129,2982.107356,503,704.2783541,1001,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,40,20,1988.071571,994.0357853,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2331-0-6,192.168.0.108,2331,192.168.0.1,0,6,23-03-2024 19:56,1111,2,1,174,0,87,87,87,0,0,0,0,0,156615.6616,2700.270027,555.5,781.3529932,1108,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,20,1800.180018,900.090009,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1056-0-6,192.168.0.108,1056,192.168.0.1,0,6,23-03-2024 19:57,18093173,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.16958164,0.331616793,3618634.6,8089019.839,1.81E+07,7,1.81E+07,6030002.667,1.04E+07,1.81E+07,7,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221077862,0.110538931,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,1284,0,1284,1284,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-1720-0-6,192.168.0.108,1720,192.168.0.1,0,6,23-03-2024 19:56,1554,2,1,20,0,10,10,10,0,0,0,0,0,12870.01287,1930.501931,777,1081.873375,1542,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,20,1287.001287,643.5006435,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2953-0-6,192.168.0.108,2953,192.168.0.1,0,6,23-03-2024 19:57,2754,2,1,52,0,26,26,26,0,0,0,0,0,18881.62672,1089.324619,1377,1934.644153,2745,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,40,20,726.2164125,363.1082062,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2958-0-6,192.168.0.108,2958,192.168.0.1,0,6,23-03-2024 19:57,1800,2,1,52,0,26,26,26,0,0,0,0,0,28888.88889,1666.666667,900,1262.892711,1793,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1111.111111,555.5555556,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2910-0-6,192.168.0.108,2910,192.168.0.1,0,6,23-03-2024 19:57,1362,2,1,124,0,62,62,62,0,0,0,0,0,91042.58443,2202.643172,681,944.6946597,1349,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,20,1468.428781,734.2143906,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1716-0-6,192.168.0.108,1716,192.168.0.1,0,6,23-03-2024 19:56,1662,2,1,20,0,10,10,10,0,0,0,0,0,12033.69434,1805.054152,831,1156.826694,1649,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,20,1203.369434,601.6847172,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2130-0-6,192.168.0.108,2130,192.168.0.1,0,6,23-03-2024 19:56,1401,2,1,182,0,91,91,91,0,0,0,0,0,129907.2091,2141.327623,700.5,979.3428919,1393,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1427.551749,713.7758744,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2788-0-6,192.168.0.108,2788,192.168.0.1,0,6,23-03-2024 19:58,3550,2,1,100,0,50,50,50,0,0,0,0,0,28169.01408,845.0704225,1775,2500.329578,3543,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,563.3802817,281.6901408,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-34087-123-17,192.168.0.108,34087,95.216.192.15,123,17,23-03-2024 20:06,174295,2,1,96,48,48,48,48,0,48,48,48,0,826.1854901,17.21219771,87147.5,123233.8627,174287,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,16,8,11.47479847,5.737399237,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1834-0-6,192.168.0.108,1834,192.168.0.1,0,6,23-03-2024 19:57,1275,2,1,40,0,20,20,20,0,0,0,0,0,31372.54902,2352.941176,637.5,888.833224,1266,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,40,20,1568.627451,784.3137255,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1656-0-6,192.168.0.108,1656,192.168.0.1,0,6,23-03-2024 19:56,1156,2,1,42,0,21,21,21,0,0,0,0,0,36332.17993,2595.155709,578,803.2733034,1146,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,1730.103806,865.0519031,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1710-0-6,192.168.0.108,1710,192.168.0.1,0,6,23-03-2024 19:56,1322,2,1,20,0,10,10,10,0,0,0,0,0,15128.59304,2269.288956,661,924.8956698,1315,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1512.859304,756.429652,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2791-0-6,192.168.0.108,2791,192.168.0.1,0,6,23-03-2024 19:58,2030,2,1,100,0,50,50,50,0,0,0,0,0,49261.08374,1477.832512,1015,1419.870417,2019,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,40,20,985.2216749,492.6108374,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1828-0-6,192.168.0.108,1828,192.168.0.1,0,6,23-03-2024 19:56,2090,2,1,40,0,20,20,20,0,0,0,0,0,19138.75598,1435.406699,1045,1463.711037,2080,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,956.937799,478.4688995,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1054-0-6,192.168.0.108,1054,192.168.0.1,0,6,23-03-2024 19:57,18091296,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17063675,0.331651198,3618259.2,8084013.978,1.81E+07,5,1.81E+07,6029904.333,1.04E+07,1.81E+07,5,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221100799,0.110550399,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,10318,0,10318,10318,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-1722-0-6,192.168.0.108,1722,192.168.0.1,0,6,23-03-2024 19:56,1152,2,1,20,0,10,10,10,0,0,0,0,0,17361.11111,2604.166667,576,806.1017306,1146,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1736.111111,868.0555556,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2333-0-6,192.168.0.108,2333,192.168.0.1,0,6,23-03-2024 19:56,1158,2,1,174,0,87,87,87,0,0,0,0,0,150259.0674,2590.673575,579,807.5159441,1150,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1727.115717,863.5578584,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2125-0-6,192.168.0.108,2125,192.168.0.1,0,6,23-03-2024 19:56,1778,2,1,182,0,91,91,91,0,0,0,0,0,102362.2047,1687.289089,889,1240.265294,1766,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,20,1124.859393,562.4296963,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-41050-123-17,192.168.0.108,41050,95.216.192.15,123,17,23-03-2024 20:03,15409288,4,1,192,48,48,48,48,0,48,48,48,0,15.57502203,0.324479626,3852322,7593870.186,1.52E+07,7,1.52E+07,5080843.667,8800267.252,1.52E+07,7,0,0,0,0,0,0,0,0,0,32,8,0.2595837,0.064895925,48,48,48,0,0,0,0,0,0,0,0,0,0,0,57.6,48,48,0,0,0,0,0,0,0,38,0,9,0,0,3,8,7,0,7,7,8.56E+14,1.21E+15,1.71E+15,1.52E+07,NeedManualLabel
192.168.0.108-192.168.0.1-2328-0-6,192.168.0.108,2328,192.168.0.1,0,6,23-03-2024 19:56,1212,2,1,174,0,87,87,87,0,0,0,0,0,143564.3564,2475.247525,606,851.3565645,1208,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,20,1650.165017,825.0825083,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1718-0-6,192.168.0.108,1718,192.168.0.1,0,6,23-03-2024 19:56,1672,2,1,20,0,10,10,10,0,0,0,0,0,11961.72249,1794.258373,836,1159.655121,1656,16,16,16,0,16,16,0,0,0,0,0,0,0,0,0,40,20,1196.172249,598.0861244,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1060-0-6,192.168.0.108,1060,192.168.0.1,0,6,23-03-2024 19:57,3068,2,1,88,0,44,44,44,0,0,0,0,0,28683.18123,977.8357236,1534,2162.332537,3063,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,40,20,651.8904824,325.9452412,0,44,33,22,484,0,2,1,0,1,0,0,0,0,44,44,0,0,0,0,0,0,0,0,29,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1832-0-6,192.168.0.108,1832,192.168.0.1,0,6,23-03-2024 19:56,1215,2,1,40,0,20,20,20,0,0,0,0,0,32921.8107,2469.135802,607.5,846.4068171,1206,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,40,20,1646.090535,823.0452675,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2905-0-6,192.168.0.108,2905,192.168.0.1,0,6,23-03-2024 19:57,40727,2,1,124,0,62,62,62,0,0,0,0,0,3044.663246,73.66120755,20363.5,28789.8526,40721,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,49.1074717,24.55373585,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2335-0-6,192.168.0.108,2335,192.168.0.1,0,6,23-03-2024 19:56,1153,2,1,174,0,87,87,87,0,0,0,0,0,150910.6678,2601.908066,576.5,806.8088373,1147,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1734.605377,867.3026886,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2785-0-6,192.168.0.108,2785,192.168.0.1,0,6,23-03-2024 19:58,2392,2,1,100,0,50,50,50,0,0,0,0,0,41806.02007,1254.180602,1196,1681.499926,2385,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,836.1204013,418.0602007,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1645-0-6,192.168.0.108,1645,192.168.0.1,0,6,23-03-2024 19:56,2164,2,1,42,0,21,21,21,0,0,0,0,0,19408.50277,1386.321627,1082,1521.693793,2158,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,924.2144177,462.1072089,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1051-0-6,192.168.0.108,1051,192.168.0.1,0,6,23-03-2024 19:57,18090778,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17092797,0.331660695,3618155.6,8088443.441,1.81E+07,7,1.81E+07,6029782.667,1.04E+07,1.81E+07,7,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.22110713,0.110553565,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,2136,0,2136,2136,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-2954-0-6,192.168.0.108,2954,192.168.0.1,0,6,23-03-2024 19:57,2253,2,1,52,0,26,26,26,0,0,0,0,0,23080.33733,1331.557923,1126.5,1583.212083,2246,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,887.7052818,443.8526409,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2911-0-6,192.168.0.108,2911,192.168.0.1,0,6,23-03-2024 19:57,1235,2,1,124,0,62,62,62,0,0,0,0,0,100404.8583,2429.149798,617.5,861.9631663,1227,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1619.433198,809.7165992,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-36187-123-17,192.168.0.108,36187,95.216.192.15,123,17,23-03-2024 20:07,171039,2,1,96,48,48,48,48,0,48,48,48,0,841.9132479,17.53985933,85519.5,120931.523,171031,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,16,8,11.69323955,5.846619777,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2962-0-6,192.168.0.108,2962,192.168.0.1,0,6,23-03-2024 19:57,1281,2,1,52,0,26,26,26,0,0,0,0,0,40593.28649,2341.920375,640.5,894.4900782,1273,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1561.28025,780.6401249,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2326-0-6,192.168.0.108,2326,192.168.0.1,0,6,23-03-2024 19:56,1368,2,1,174,0,87,87,87,0,0,0,0,0,127192.9825,2192.982456,684,957.4225817,1361,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1461.988304,730.994152,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2902-0-6,192.168.0.108,2902,192.168.0.1,0,6,23-03-2024 19:57,2480,2,1,124,0,62,62,62,0,0,0,0,0,50000,1209.677419,1240,1745.139536,2474,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,806.4516129,403.2258065,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2123-0-6,192.168.0.108,2123,192.168.0.1,0,6,23-03-2024 19:56,1287,2,1,182,0,91,91,91,0,0,0,0,0,141414.1414,2331.002331,643.5,901.561146,1281,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1554.001554,777.000777,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1653-0-6,192.168.0.108,1653,192.168.0.1,0,6,23-03-2024 19:56,1033,2,1,42,0,21,21,21,0,0,0,0,0,40658.27686,2904.162633,516.5,723.3702372,1028,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,40,20,1936.108422,968.054211,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1826-0-6,192.168.0.108,1826,192.168.0.1,0,6,23-03-2024 19:56,2268,2,1,40,0,20,20,20,0,0,0,0,0,17636.6843,1322.751323,1134,1590.990258,2259,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,40,20,881.8342152,440.9171076,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1830-0-6,192.168.0.108,1830,192.168.0.1,0,6,23-03-2024 19:56,1344,2,1,40,0,20,20,20,0,0,0,0,0,29761.90476,2232.142857,672,934.7951647,1333,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,40,20,1488.095238,744.047619,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2907-0-6,192.168.0.108,2907,192.168.0.1,0,6,23-03-2024 19:57,1311,2,1,124,0,62,62,62,0,0,0,0,0,94584.2868,2288.329519,655.5,915.7032816,1303,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1525.553013,762.7765065,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1058-0-6,192.168.0.108,1058,192.168.0.1,0,6,23-03-2024 19:57,18091272,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17065025,0.331651638,3618254.4,8087896.349,1.81E+07,6,1.81E+07,6029943.333,1.04E+07,1.81E+07,6,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221101092,0.110550546,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,3501,0,3501,3501,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
